position_x,position_y
2.38553905487,-0.00669024884701
2.40312457085,-0.00678600510582
2.42044901848,-0.00689382711425
2.43882274628,-0.00698120286688
2.45683336258,-0.00700868526474
2.47500681877,-0.00708130467683
2.49373674393,-0.00716349482536
2.51233434677,-0.00729256216437
2.53063702583,-0.00745692197233
2.54832196236,-0.00763524184003
2.56679272652,-0.00775667186826
2.58543014526,-0.0077883428894
2.60367035866,-0.00775610143319
2.62197566032,-0.00774127570912
2.64041018486,-0.00773192802444
2.65812683105,-0.00775037845597
2.67603898048,-0.00778287788853
2.695063591,-0.0077950078994
2.71094918251,-0.00780689157546
2.72984266281,-0.00784259755164
2.74667739868,-0.00789760798216
2.76445841789,-0.0079761473462
2.78341722488,-0.00806284416467
2.80038332939,-0.00813306495547
2.81901597977,-0.00820297002792
2.83627438545,-0.00826648715883
2.85487484932,-0.00833074189723
2.87272143364,-0.00839348416775
2.8920416832,-0.00844748690724
2.90897393227,-0.0084888683632
2.92669153214,-0.00852673873305
2.94444084167,-0.00857885647565
2.9640853405,-0.00864973012358
2.98212957382,-0.00871599186212
3.00171089172,-0.00877087563276
3.01874065399,-0.00881240982562
3.03655576706,-0.00886802189052
3.05414128304,-0.0089311003685
3.0723798275,-0.00900909118354
3.09019446373,-0.00908836629242
3.10804390907,-0.00914895255119
3.12585878372,-0.00920679792762
3.14481806755,-0.00925823487341
3.16305756569,-0.00931373238564
3.1806435585,-0.00937263295054
3.19852399826,-0.00943969190121
3.2161757946,-0.00950332079083
3.23422026634,-0.00956198293716
3.25291895866,-0.00960829481483
3.27053642273,-0.0096623999998
3.28933191299,-0.00973815936595
3.30708146095,-0.00981513410807
3.32594275475,-0.00989803578705
3.34473848343,-0.00997039489448
3.36258721352,-0.0100167505443
3.38151192665,-0.0100725339726
3.40070056915,-0.0101400781423
3.41871070862,-0.0102087846026
3.43806266785,-0.0102879507467
3.45610690117,-0.0103478487581
3.47284388542,-0.0103975636885
3.49262022972,-0.0104554696009
3.50955247879,-0.0105122700334
3.52815055847,-0.0105907414109
3.54603147507,-0.0106824571267
3.56279945374,-0.0107612246647
3.57992911339,-0.0108444131911
3.59790730476,-0.0109180537984
3.6147415638,-0.0109825469553
3.63281679153,-0.0110644493252
3.6506319046,-0.011148055084
3.66883945465,-0.0112312650308
3.68655633926,-0.0113006224856
3.70345616341,-0.011354223825
3.722022295,-0.0114195737988
3.73918294907,-0.0114817675203
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
3.74039316177,-0.0114853912964
